user_id,course_id,rating
4,47,1.42
4,108,1.0
4,133,1.0
4,99,1.79
4,35,2.56
4,81,1.21
4,115,1.61
4,25,1.63
4,21,2.26
4,80,1.28
4,68,1.16
4,148,1.97
4,2,2.25
4,37,1.41
4,34,1.0
4,94,1.66
4,13,1.44
4,91,1.64
4,18,1.44
4,123,1.0
4,140,1.83
4,24,2.11
4,72,2.27
4,15,2.34
4,51,1.0
4,11,2.65
4,41,1.53
4,149,1.41
4,8,1.64
5,82,1.78
5,84,1.08
5,94,1.43
5,135,1.01
5,104,1.2
5,146,1.81
5,133,1.0
5,36,1.0
5,41,2.62
5,57,2.58
5,64,1.81
5,91,2.34
5,39,2.34
5,38,1.56
5,62,1.79
5,111,1.78
5,114,2.35
5,147,1.92
5,34,1.53
5,145,1.63
5,98,1.17
5,88,1.0
5,13,1.79
5,136,1.68
5,42,1.44
5,120,1.41
5,5,2.67
5,65,1.0
5,140,2.81
5,61,1.48
5,67,3.16
5,123,1.59
5,130,1.0
5,20,1.67
5,138,2.98
5,72,1.94
5,148,2.31
5,43,1.85
5,50,1.7
5,60,2.12
5,105,2.33
5,144,1.0
5,69,1.59
5,110,1.0
5,100,1.62
5,40,1.03
5,10,1.62
5,127,2.61
5,90,1.63
5,59,1.19
5,122,3.66
5,47,3.15
5,49,1.72
5,132,1.78
5,35,1.41
5,19,1.13
5,116,1.53
5,23,1.0
5,141,2.06
5,106,2.08
5,30,2.47
5,27,1.25
5,96,1.0
5,129,2.86
5,14,1.72
6,22,2.32
6,106,2.01
6,102,2.33
6,58,2.92
6,147,2.54
6,137,1.76
6,50,2.52
6,7,1.0
6,35,1.75
6,81,2.13
6,140,1.88
6,132,1.33
6,49,2.06
6,64,2.16
6,8,1.56
6,80,1.18
6,12,2.32
6,143,1.92
6,36,1.59
6,84,1.0
6,123,1.0
6,71,1.49
6,32,1.72
6,97,1.37
6,16,1.73
6,86,1.53
6,38,2.64
6,108,2.07
6,127,2.76
7,51,2.26
7,17,1.83
7,63,1.8
7,84,1.21
7,29,1.48
7,62,2.05
7,98,1.65
7,89,1.32
7,112,1.12
7,129,1.36
7,64,2.24
7,75,1.12
7,87,1.0
7,15,1.16
7,47,2.44
7,24,2.74
7,59,1.83
7,146,2.52
7,90,1.09
7,103,1.27
7,65,1.25
7,68,1.99
7,108,1.06
7,8,1.94
7,82,1.53
7,83,1.16
7,116,1.78
7,147,1.54
7,121,1.23
7,76,1.16
7,91,2.18
7,128,1.0
7,142,1.21
7,126,1.52
7,25,2.43
7,113,1.72
7,135,2.34
7,107,1.49
8,16,1.0
8,119,2.93
8,142,1.75
8,13,2.19
8,22,1.72
8,146,1.0
8,30,1.67
8,11,1.35
8,143,2.1
8,135,1.93
8,100,1.08
8,83,1.0
8,139,1.75
8,101,1.0
8,128,1.98
8,99,2.98
8,76,1.69
8,58,2.39
8,79,1.76
8,54,2.59
8,67,1.73
8,121,1.0
8,62,2.46
8,5,2.55
8,43,1.56
8,37,1.35
8,42,1.35
8,122,1.11
8,3,2.2
8,26,1.3
8,126,1.89
8,118,1.78
8,127,1.39
8,8,1.81
8,120,1.33
8,109,2.0
8,31,1.0
8,140,2.04
8,60,1.0
8,93,1.0
8,23,1.76
8,84,1.74
8,2,1.6
8,92,1.37
8,105,2.08
8,87,1.32
8,39,2.3
8,144,1.1
8,130,1.2
8,45,1.31
8,75,1.77
8,72,1.95
8,145,1.6
8,57,1.88
8,80,1.56
8,138,1.88
8,27,2.03
8,78,1.5
8,17,2.49
9,78,1.43
9,1,2.16
9,130,1.35
9,54,1.8
9,23,1.68
9,64,1.93
9,69,1.32
9,95,2.17
9,76,1.02
9,6,2.19
9,134,2.88
9,67,2.88
9,12,2.73
9,118,1.33
9,99,2.03
9,97,1.77
9,63,3.01
9,61,1.15
9,7,1.35
9,43,1.81
9,147,2.22
9,62,2.46
9,32,2.82
9,112,1.12
9,37,1.28
9,25,2.29
9,24,2.57
9,114,2.22
9,103,1.74
10,11,1.49
10,48,1.48
10,49,1.57
10,57,1.01
10,105,1.1
10,40,1.0
10,68,2.93
10,97,2.19
10,140,1.51
10,146,1.59
10,23,1.0
10,53,1.02
10,33,1.43
10,30,3.53
10,72,1.67
10,85,1.82
10,65,1.31
10,43,2.86
10,149,1.02
10,137,1.0
10,14,1.0
10,99,1.13
10,106,2.64
10,90,1.0
10,133,1.06
10,13,1.26
10,54,2.38
10,147,1.05
10,24,1.52
10,111,1.13
10,119,2.09
10,103,1.0
10,27,1.04
10,92,2.64
10,130,2.87
10,39,2.62
10,20,1.79
10,123,2.46
10,41,1.13
10,6,1.42
10,127,1.73
11,58,2.12
11,72,1.61
11,114,2.83
11,40,1.72
11,78,2.05
11,50,2.38
11,117,1.21
11,95,1.11
11,3,2.51
11,99,2.81
11,27,1.05
11,108,2.16
11,82,1.53
11,62,1.0
11,103,2.0
11,126,1.45
11,115,2.07
11,79,1.19
11,107,1.0
11,64,2.31
11,118,1.0
11,122,2.52
11,24,2.03
11,38,3.43
11,25,2.03
12,39,1.89
12,107,1.98
12,36,1.99
12,89,1.34
12,96,1.72
12,49,2.27
12,123,1.09
12,134,1.72
12,129,1.35
12,50,1.48
12,110,1.0
12,80,1.43
12,86,2.5
12,70,1.69
12,87,1.0
12,20,2.19
12,61,1.16
12,27,1.89
12,45,2.09
12,19,1.41
12,33,1.19
12,117,1.11
12,78,2.14
12,5,1.38
12,118,1.57
12,138,1.17
12,133,1.3
12,124,1.0
12,149,1.0
12,85,1.87
12,145,2.41
12,142,1.91
12,130,2.0
12,115,1.72
12,136,1.34
12,58,2.61
12,59,1.0
12,92,1.85
12,109,1.34
12,132,1.89
12,106,1.43
12,144,1.62
12,143,1.53
12,10,1.57
12,74,1.81
12,12,2.38
12,75,2.45
12,52,1.0
13,89,1.89
13,120,2.35
13,9,1.25
13,106,2.17
13,115,1.0
13,37,1.37
13,61,1.69
13,24,2.27
13,36,1.74
13,46,1.59
13,50,2.29
13,29,3.36
13,30,2.04
13,138,1.23
13,53,2.23
13,143,2.38
13,63,2.65
13,123,1.63
13,67,3.54
13,35,1.64
13,58,2.46
13,73,2.45
13,93,1.12
13,65,1.01
13,39,1.79
13,78,1.82
13,32,2.79
13,133,1.0
13,114,1.01
13,2,1.0
13,68,2.46
13,146,1.93
13,59,2.3
13,54,1.91
13,91,1.41
13,43,2.1
13,25,2.46
13,145,1.0
13,4,1.16
13,66,1.43
13,141,2.99
13,23,1.67
13,14,1.0
13,122,2.48
13,124,1.0
13,112,1.65
13,11,1.55
13,117,1.4
13,81,2.25
13,22,2.59
13,52,1.44
13,85,2.18
13,62,1.8
13,147,2.15
13,83,1.63
13,70,1.3
14,132,1.0
14,48,1.44
14,146,1.26
14,124,2.41
14,95,2.12
14,62,1.9
14,103,2.18
14,119,1.84
14,149,1.0
14,135,1.75
14,74,1.7
14,104,1.37
14,78,1.81
14,110,1.86
14,121,1.99
14,3,2.48
14,12,1.41
14,53,1.09
14,137,1.79
14,63,2.15
14,131,1.53
14,71,1.97
14,46,1.0
14,134,1.49
14,83,2.33
14,59,1.29
14,6,1.26
15,100,2.31
15,51,2.57
15,31,1.74
15,49,2.0
15,98,1.34
15,112,1.0
15,20,2.77
15,123,1.31
15,103,1.35
15,6,1.79
15,67,1.92
15,52,1.0
15,18,1.26
15,30,2.79
15,5,1.48
15,14,1.38
15,41,1.37
15,77,1.29
15,59,1.42
15,80,1.28
15,32,1.0
15,88,2.54
15,66,2.41
15,55,2.13
15,83,1.01
15,145,2.08
15,47,2.1
15,75,1.84
15,69,1.0
15,108,1.0
15,111,2.33
15,71,2.15
15,128,1.72
15,58,2.98
15,148,1.76
15,57,1.0
15,82,1.0
15,78,1.38
15,68,2.17
16,71,1.31
16,136,2.54
16,70,2.1
16,17,1.37
16,37,1.31
16,64,1.0
16,50,1.0
16,130,2.61
16,100,1.0
16,86,1.4
16,74,2.18
16,62,2.87
16,91,1.85
16,20,1.63
16,27,1.51
16,48,1.28
16,29,1.81
16,3,2.35
16,135,2.18
16,150,1.92
16,75,2.2
16,116,2.05
16,5,1.34
16,67,2.1
16,15,1.37
16,63,1.48
16,147,1.61
16,114,2.23
16,113,2.15
16,90,1.68
16,98,1.42
16,47,1.68
16,78,2.92
16,41,1.0
16,24,1.76
16,85,2.2
16,39,1.71
16,144,1.69
16,68,3.18
16,55,1.0
16,4,1.32
16,127,1.37
16,99,2.32
16,65,1.44
16,38,3.09
16,117,1.27
16,141,1.16
16,57,1.0
16,22,1.28
16,18,1.03
16,1,1.87
17,138,2.64
17,133,1.0
17,11,1.24
17,119,2.32
17,140,2.5
17,99,1.97
17,95,2.35
17,8,1.5
17,131,1.59
17,54,1.0
17,143,1.37
17,149,1.0
17,76,1.68
17,32,1.0
17,78,1.93
17,18,1.0
17,88,1.0
17,68,2.12
17,14,1.65
17,132,1.0
17,112,1.21
17,15,2.49
17,28,1.4
17,66,1.77
17,103,1.66
17,16,1.28
17,122,2.1
17,63,1.31
17,42,1.03
17,89,1.37
17,3,1.97
17,75,1.91
17,129,1.95
17,59,1.11
17,102,2.57
17,39,1.53
17,87,1.45
17,44,1.48
17,30,1.72
17,141,1.78
17,136,1.16
17,58,2.52
17,120,1.28
17,116,1.47
17,49,1.79
17,24,1.76
17,107,1.61
17,83,1.6
17,79,1.11
17,9,1.5
17,90,1.04
17,93,2.07
17,7,1.1
17,61,1.0
17,91,1.92
17,100,1.12
17,125,1.93
17,65,1.0
18,100,2.08
18,84,1.88
18,130,1.8
18,120,1.24
18,99,1.0
18,98,1.0
18,78,1.31
18,68,2.79
18,106,2.51
18,91,2.01
18,71,1.73
18,25,1.89
18,94,1.25
18,52,1.16
18,54,1.99
18,39,2.69
18,142,1.62
18,62,1.0
18,110,1.29
18,79,1.0
18,146,1.88
18,12,2.06
18,8,1.22
18,85,1.18
18,32,2.94
18,119,1.54
18,27,1.6
18,67,2.91
18,104,1.26
18,125,2.03
18,73,1.2
18,87,2.54
18,117,1.31
18,43,2.89
18,114,1.05
18,77,1.89
18,30,2.63
18,141,1.68
18,46,2.8
18,82,1.57
18,53,1.38
18,140,1.25
18,123,2.38
18,80,1.12
18,92,2.87
18,147,1.11
18,136,2.61
18,4,1.0
18,35,1.3
18,20,1.18
18,148,1.6
18,29,2.87
18,26,1.0
18,86,1.21
18,103,1.82
18,14,1.0
18,3,1.48
18,11,1.0
18,49,1.0
18,83,1.0
18,118,1.89
18,47,2.5
18,113,1.28
19,87,1.29
19,46,2.91
19,101,1.32
19,105,1.47
19,76,1.0
19,23,1.21
19,139,1.24
19,20,2.69
19,92,2.37
19,18,1.0
19,6,1.8
19,55,2.02
19,94,1.25
19,75,3.31
19,22,1.07
19,11,1.0
19,91,1.58
19,96,1.0
19,82,2.31
19,40,1.0
19,122,2.1
19,14,1.11
19,97,1.0
19,62,1.81
19,109,1.01
19,10,2.06
19,103,1.47
19,13,1.0
19,107,1.38
19,12,1.75
19,36,1.0
19,124,2.38
19,128,1.97
19,51,2.6
19,77,1.17
19,118,2.95
19,21,1.84
19,110,1.0
19,19,1.25
19,142,1.7
19,95,1.84
19,73,1.53
19,72,1.8
19,32,1.37
19,58,2.72
19,116,1.48
19,81,1.09
20,126,1.0
20,122,1.66
20,30,2.3
20,102,1.85
20,127,1.78
20,125,2.72
20,69,2.03
20,9,1.54
20,139,1.52
20,65,1.45
20,59,1.63
20,115,1.33
20,43,2.36
20,14,1.0
20,112,1.25
20,144,1.66
20,149,1.87
20,138,1.91
20,130,1.56
20,45,1.0
20,82,1.21
20,66,1.03
20,20,2.07
20,91,1.67
20,106,2.45
20,67,2.02
20,88,1.02
20,5,1.23
20,143,1.7
20,47,1.76
20,26,1.06
20,2,2.11
20,129,1.12
20,18,1.0
20,29,1.14
20,71,2.55
20,32,2.0
20,111,1.62
20,11,1.33
20,84,1.65
20,63,1.61
20,73,1.52
20,27,1.49
20,38,1.84
20,12,2.04
20,22,1.15
20,147,1.0
20,46,2.06
21,3,3.03
21,93,1.0
21,69,1.38
21,115,2.17
21,81,1.03
21,11,2.22
21,37,1.47
21,131,2.55
21,5,1.48
21,113,1.19
21,44,1.42
21,71,1.35
21,82,1.0
21,38,2.24
21,98,1.77
21,105,1.27
21,13,1.23
21,56,2.34
21,114,1.87
21,110,1.85
21,85,1.22
21,119,1.45
21,17,2.4
21,18,2.61
21,99,2.2
21,123,2.14
21,27,1.3
21,79,2.7
21,35,2.57
21,97,2.96
21,34,1.03
21,135,1.0
21,36,2.25
21,7,1.66
21,30,2.42
21,95,2.53
21,4,2.2
21,50,2.31
21,10,1.13
21,65,1.0
21,9,2.04
21,116,1.02
22,62,2.54
22,60,1.06
22,6,2.13
22,41,1.31
22,110,1.05
22,57,1.22
22,29,2.37
22,19,1.8
22,18,1.6
22,105,2.2
22,95,2.0
22,80,1.01
22,77,1.0
22,28,1.46
22,11,2.25
22,139,2.99
22,10,1.0
22,67,2.82
22,1,1.72
22,123,1.68
22,7,1.59
22,128,1.07
22,104,1.36
22,39,2.61
22,33,2.02
22,56,1.0
22,129,1.0
22,134,1.75
22,30,1.46
22,55,1.02
22,22,1.7
22,102,1.88
22,54,2.63
22,37,1.4
22,135,2.88
22,120,1.05
22,125,2.38
22,8,1.06
22,140,2.81
23,17,1.0
23,114,2.54
23,80,1.95
23,38,2.18
23,138,3.63
23,51,1.49
23,50,1.96
23,49,1.52
23,126,1.74
23,117,1.52
23,140,3.74
23,40,2.38
23,127,3.42
23,94,1.5
23,53,1.38
23,7,1.0
23,131,2.32
23,42,1.44
23,104,1.28
23,89,1.65
23,2,1.0
23,149,1.16
23,129,1.27
23,78,2.15
23,77,2.2
23,122,2.22
23,26,2.5
23,73,1.69
23,58,2.67
23,75,1.48
23,74,1.91
23,28,1.0
23,148,2.47
23,4,1.63
23,3,1.68
23,64,1.7
23,102,2.2
23,34,2.97
23,85,1.82
23,119,1.92
23,19,2.41
23,106,1.97
23,21,1.35
23,105,1.98
23,128,1.46
24,150,1.0
24,36,1.56
24,22,1.11
24,138,2.1
24,27,2.73
24,129,2.13
24,100,1.0
24,87,1.04
24,116,2.33
24,111,1.05
24,18,1.27
24,141,1.62
24,132,1.33
24,95,2.29
24,80,1.25
24,81,1.63
24,3,1.0
24,75,1.19
24,102,1.85
24,57,1.17
24,72,2.53
24,97,2.09
24,67,2.36
24,145,1.15
24,108,1.0
24,1,1.52
24,5,2.05
24,105,1.43
24,64,2.29
24,124,2.39
24,29,1.66
24,63,1.87
24,114,2.2
24,146,1.32
24,131,1.83
24,73,1.0
24,122,1.85
24,12,1.95
24,86,2.09
24,144,1.09
24,37,2.07
24,17,1.16
24,74,2.48
24,133,1.0
24,46,1.0
24,119,3.54
24,26,1.0
25,19,1.51
25,23,1.0
25,47,2.05
25,3,1.0
25,146,1.12
25,18,2.53
25,59,1.76
25,136,1.45
25,76,1.0
25,131,2.68
25,86,2.91
25,34,1.11
25,121,2.54
25,109,1.88
25,54,1.7
25,9,3.26
25,129,1.84
25,50,3.34
25,21,2.94
25,80,2.18
25,142,2.68
25,66,1.0
25,108,1.1
25,74,1.22
25,139,1.37
25,53,3.36
25,77,1.35
25,127,3.0
25,87,1.19
25,62,1.4
25,83,1.31
25,16,1.58
25,147,3.17
25,140,2.28
25,126,2.83
25,138,1.0
25,26,1.61
25,79,2.62
25,48,1.05
26,59,1.78
26,1,1.53
26,81,3.1
26,101,1.22
26,99,2.99
26,9,2.12
26,100,1.0
26,117,1.35
26,104,1.4
26,97,3.18
26,102,1.09
26,109,1.47
26,106,1.56
26,108,1.44
26,12,1.46
26,52,1.07
26,77,2.01
26,113,1.0
26,47,2.61
26,39,2.03
26,115,2.79
26,38,2.81
26,120,1.7
26,26,2.51
26,57,1.34
26,42,2.3
26,2,1.03
26,31,1.0
26,46,2.24
27,30,1.44
27,21,1.41
27,110,1.0
27,71,1.8
27,7,1.8
27,147,1.46
27,99,1.91
27,126,1.0
27,67,1.8
27,143,1.44
27,32,1.0
27,29,1.0
27,133,1.0
27,134,1.61
27,75,2.25
27,20,1.51
27,49,2.72
27,112,1.11
27,54,1.67
27,9,1.28
27,98,2.14
27,109,1.19
27,66,1.7
27,85,2.12
27,148,1.5
27,38,1.3
27,89,2.05
27,82,1.04
27,130,1.61
27,76,1.04
27,19,1.53
27,103,1.92
27,4,2.32
27,74,1.69
27,86,1.64
27,150,1.0
27,107,1.0
27,125,1.52
28,71,1.77
28,100,1.0
28,73,1.56
28,97,2.42
28,99,1.16
28,106,1.58
28,123,1.56
28,81,1.64
28,28,1.0
28,12,1.37
28,33,1.0
28,119,1.6
28,64,1.63
28,75,2.01
28,149,1.44
28,36,2.17
28,4,1.0
28,17,2.34
28,37,1.82
28,110,2.02
28,117,1.0
28,85,1.45
28,38,1.83
28,79,2.61
28,3,2.16
28,92,1.0
28,122,1.18
28,115,2.22
28,46,1.61
28,95,2.23
28,90,2.5
28,20,1.45
28,101,2.15
28,141,1.21
28,86,2.22
28,98,1.57
28,59,1.88
28,9,2.26
28,54,2.26
28,138,1.26
29,92,3.25
29,84,1.72
29,8,1.28
29,126,1.94
29,15,1.49
29,9,2.38
29,43,3.44
29,73,1.57
29,134,1.0
29,121,1.52
29,34,1.66
29,58,1.43
29,118,1.43
29,82,1.0
29,31,1.0
29,63,1.82
29,146,1.83
29,98,1.45
29,4,1.0
29,105,1.2
29,42,1.76
29,129,1.03
29,60,1.24
29,71,1.56
29,39,2.38
30,133,1.46
30,51,1.38
30,106,2.7
30,100,1.0
30,117,1.56
30,54,2.4
30,9,1.46
30,27,1.0
30,94,1.92
30,118,1.72
30,115,2.2
30,87,1.0
30,16,1.0
30,4,1.0
30,119,1.49
30,81,2.43
30,26,1.27
30,61,1.91
30,139,2.09
30,12,1.95
30,99,1.52
30,90,1.14
30,145,1.69
30,137,1.63
30,5,1.0
30,73,2.5
30,136,2.55
30,64,1.57
30,146,2.27
30,18,2.24
30,77,1.36
30,52,1.0
30,109,1.59
30,25,1.13
30,53,2.42
30,78,1.91
30,140,1.88
30,71,1.0
30,38,2.45
30,128,1.0
30,88,1.0
30,59,1.97
30,82,1.96
30,80,1.83
30,34,1.0
30,7,1.71
30,14,1.0
30,123,1.73
30,50,1.47
30,124,1.78
30,30,2.25
30,95,1.26
30,63,1.87
30,29,1.9
30,126,2.44
30,46,2.39
30,143,1.89
30,84,1.71
30,75,2.09
30,62,1.98
30,57,1.0
30,102,1.32
30,116,1.45
30,39,2.18
30,17,1.93
30,120,1.1
30,60,1.5
30,79,2.3
30,70,1.4
31,108,1.03
31,118,1.29
31,70,1.25
31,74,1.83
31,20,1.78
31,109,1.52
31,149,1.62
31,121,2.11
31,35,1.0
31,96,1.19
31,46,2.1
31,6,1.44
31,29,2.17
31,16,1.26
31,30,2.27
31,124,1.67
31,143,1.72
31,88,1.8
31,75,1.79
31,117,1.69
31,15,2.14
31,67,2.21
31,77,1.08
31,128,1.0
31,126,1.0
31,130,2.09
31,82,1.18
31,134,1.0
31,148,2.73
31,135,1.96
31,79,1.96
31,11,1.46
31,18,1.11
31,73,1.57
31,92,2.29
31,119,1.24
31,64,1.11
31,22,1.17
31,104,1.0
31,86,2.11
31,85,1.24
31,100,1.63
31,106,1.52
31,95,1.7
31,78,2.38
31,4,1.0
31,83,1.98
31,27,1.23
31,42,1.09
31,5,1.72
31,147,1.0
31,150,1.32
31,110,1.51
31,90,1.57
31,122,1.0
31,137,2.39
31,71,1.61
31,107,1.5
31,39,1.71
31,63,1.26
31,51,1.6
31,53,1.95
31,111,1.61
32,42,1.89
32,32,1.31
32,141,1.32
32,59,2.08
32,89,1.99
32,44,1.24
32,106,2.04
32,13,2.41
32,8,1.47
32,113,1.2
32,110,1.56
32,37,1.18
32,53,2.1
32,144,1.39
32,26,2.42
32,64,2.01
32,40,1.01
32,98,1.32
32,104,1.24
32,79,1.64
32,92,1.22
32,65,1.22
32,115,1.73
32,5,1.64
32,46,1.04
32,102,2.85
32,49,2.32
32,9,1.12
32,52,1.0
32,107,1.7
32,17,1.91
32,109,1.16
32,118,2.29
32,95,2.79
32,34,1.71
32,130,1.0
32,30,1.83
33,37,1.63
33,76,1.39
33,126,1.86
33,59,2.89
33,11,1.28
33,45,1.0
33,130,1.77
33,68,2.0
33,100,1.39
33,145,1.55
33,46,1.98
33,113,1.0
33,4,1.07
33,17,1.24
33,26,1.8
33,48,1.67
33,62,1.79
33,70,1.38
33,38,3.02
33,12,1.85
33,99,2.59
33,5,1.69
33,120,1.63
33,140,1.78
33,104,2.67
33,85,2.01
33,97,1.63
33,96,1.0
33,141,2.2
33,146,2.29
33,64,2.36
33,90,1.0
33,119,1.58
33,1,1.54
33,77,1.65
33,105,1.22
33,58,1.64
33,29,2.25
33,82,1.91
33,137,1.86
33,135,1.71
34,138,2.1
34,56,1.13
34,92,1.06
34,37,1.15
34,67,1.16
34,30,3.34
34,81,1.31
34,89,1.0
34,47,2.36
34,36,1.26
34,22,1.0
34,21,2.3
34,107,1.14
34,18,1.43
34,150,1.16
34,35,2.84
34,135,1.41
34,93,2.12
34,108,1.03
34,85,2.23
34,24,3.66
34,127,1.5
34,124,1.16
34,49,1.0
34,116,1.86
34,82,2.52
34,122,2.85
34,9,2.36
34,132,2.41
34,144,1.33
34,112,1.74
34,98,1.35
34,86,1.93
34,128,1.0
34,101,1.55
34,39,1.41
34,146,1.05
34,87,1.0
34,79,1.23
34,57,1.26
34,103,1.81
34,63,1.13
34,141,2.27
34,143,2.01
34,117,1.7
34,32,1.0
34,5,1.3
34,123,1.55
34,73,2.12
34,53,2.49
34,130,1.0
34,68,1.07
34,80,1.0
34,126,1.66
34,142,2.91
34,45,1.54
34,110,1.96
34,40,1.92
34,91,2.43
34,118,1.74
34,133,1.0
34,66,1.4
34,54,1.8
34,29,1.47
34,15,1.51
35,102,1.39
35,136,1.17
35,83,1.0
35,104,2.55
35,11,1.33
35,143,1.82
35,49,2.49
35,55,2.52
35,36,1.18
35,12,2.11
35,119,1.62
35,39,1.49
35,46,2.06
35,29,1.15
35,146,2.05
35,118,2.7
35,140,1.7
35,130,1.92
35,137,1.46
35,73,1.48
35,27,1.89
35,51,2.32
35,47,1.6
35,109,1.26
35,4,1.23
35,21,1.18
36,114,2.15
36,126,1.47
36,143,2.11
36,93,1.05
36,81,1.11
36,67,3.25
36,113,1.78
36,140,1.8
36,98,1.39
36,39,3.13
36,5,2.12
36,102,1.73
36,135,2.56
36,13,1.22
36,64,1.0
36,141,1.67
36,80,1.67
36,38,1.31
36,57,1.39
36,66,1.0
36,21,1.06
36,107,1.8
36,96,1.71
36,105,2.48
36,100,1.5
36,30,2.07
36,29,2.37
36,19,2.79
36,118,1.69
36,108,1.21
36,127,1.8
36,23,1.37
36,101,1.63
36,122,2.71
36,51,2.12
36,16,1.64
36,15,1.06
36,136,2.81
36,59,1.59
36,82,1.64
36,121,1.13
36,104,1.14
36,12,1.5
36,73,2.01
37,54,2.32
37,55,1.81
37,142,1.35
37,36,1.53
37,12,1.0
37,60,2.5
37,25,1.0
37,23,1.02
37,66,2.38
37,53,1.52
37,16,1.0
37,89,1.64
37,75,1.49
37,15,2.23
37,125,2.94
37,49,2.06
37,143,1.73
37,137,1.07
37,68,3.02
37,39,2.34
37,123,1.94
37,62,1.77
37,29,2.7
37,83,1.27
37,74,3.0
37,124,2.81
37,109,1.72
37,128,1.45
37,110,1.01
37,95,2.1
37,148,1.35
37,116,3.29
37,85,2.63
37,44,1.0
37,127,1.73
37,3,1.46
37,38,1.38
37,65,1.0
37,86,1.3
37,88,1.0
37,27,2.18
37,18,1.25
38,140,2.21
38,33,1.0
38,20,1.34
38,127,2.75
38,70,1.0
38,136,2.02
38,49,1.97
38,100,1.45
38,30,2.14
38,123,1.91
38,101,1.2
38,125,2.39
38,29,2.26
38,67,2.82
38,24,1.67
38,145,1.14
38,12,1.51
38,138,1.98
38,47,1.24
38,94,1.4
38,45,1.0
38,104,1.91
38,32,1.64
38,69,1.42
38,82,1.0
38,54,1.92
38,40,1.82
38,25,2.17
38,112,1.26
38,46,2.88
38,58,2.11
38,75,1.56
38,113,1.0
39,11,1.46
39,132,1.19
39,18,1.43
39,7,1.0
39,107,2.32
39,125,1.31
39,77,1.87
39,81,2.44
39,52,1.74
39,35,2.04
39,111,2.07
39,49,1.84
39,42,1.0
39,41,1.0
39,8,2.36
39,43,2.18
39,5,1.03
39,116,1.58
39,38,1.58
39,103,2.29
39,124,2.19
39,144,1.51
39,58,1.0
39,12,1.49
39,4,1.0
39,32,1.51
39,9,2.53
39,135,2.23
39,2,1.18
39,74,2.26
39,65,1.51
39,98,1.88
39,45,2.14
39,130,1.72
39,109,2.1
39,67,1.74
39,56,1.29
39,120,1.34
39,63,2.05
39,53,1.1
39,21,1.34
39,127,1.0
39,118,2.05
39,93,1.59
39,17,2.06
39,104,1.32
39,78,2.8
39,143,1.0
39,14,1.53
39,6,1.51
39,24,2.34
39,105,1.12
39,64,2.25
39,3,1.49
39,149,1.45
39,85,2.27
39,68,2.07
39,84,1.6
39,76,1.18
39,95,1.11
39,137,1.35
39,55,1.47
39,80,1.0
39,1,1.0
39,134,1.0
39,50,1.44
40,105,2.13
40,88,1.21
40,78,1.34
40,119,2.18
40,54,1.61
40,62,2.01
40,131,2.27
40,147,1.71
40,121,2.48
40,36,1.36
40,20,1.92
40,35,1.8
40,68,2.04
40,39,2.4
40,136,1.69
40,106,1.18
40,67,1.54
40,44,1.47
40,74,1.8
